InputCommand,CommandIndex
detail software,3
eliminate files,10
enumerate operation,6
initiate webcam,12
snapshot,11
power off application,5
show jobs,6
close down apps,5
disable software,5
obtain data,9
launch camcorders,12
list operations,6
open job,7
open keyloggers,14
commence webcams,12
execute video camera,12
run utilities,4
invalid command,0
trigger jobs,7
conclude service,8
screen capture,11
close down software,5
record programs,3
index tools,3
open digital cameras,12
open service,7
kill service,8
commence keyloggers,14
invalid command,0
transfer register,9
erase register,10
uninstalling logs,10
initiate web cameras,12
complete tasks,8
retrieve,2
finish processes,8
save information,9
invalid command,0
initiate operations,7
cripple,1
save data,9
close down job,8
shut down operations,8
catalog programs,3
get records,9
begin software,4
launch keylogger,14
cease processes,8
detail processes,6
shut webcams,13
save document,9
activate camcorders,12
complete service,8
cease job,8
stop digital cameras,13
display services,6
obtain information,9
trigger keylogger,14
turn off apps,5
activate keylogger,14
run services,7
cripple software,5
commence utilities,4
begin webcams,12
run utility,4
index task,6
obtain data,9
refresh,2
close down task,8
run software,4
reanimate,2
shut keyloggers,15
display apps,3
retrieve document,9
shut keylogger,15
screen shot,11
shut web camera,13
recharge,2
erase records,10
trash logs,10
enumerate utilities,3
initiate task,7
close keyloggers,15
snapshot,11
conclude operation,8
invalid command,0
register software,3
open keyloggers,14
store logs,9
delete record,10
stop keylogger,15
stop programs,5
activate keyloggers,14
kill task,8
record utilities,3
access register,9
complete keylogger,15
log operations,6
shut keylogger,15
start software,4
activate camcorder,12
trigger tools,4
fetch register,9
close keyloggers,15
catalog processes,6
kill off tools,5
repossess,2
snapshot,11
kill off job,8
get record,9
record services,6
finish keylogger,15
execute process,7
commence keyloggers,14
record operation,6
execute tasks,7
delete logs,10
eliminate file,10
begin cameras,12
invalid command,0
register job,6
run tool,4
shutdown,1
commence cameras,12
access records,9
access logs,9
open camcorders,12
activate operation,7
display software,3
open video camera,12
open processes,7
begin software,4
shut down,1
execute digital cameras,12
open utilities,4
kill digital cameras,13
run keylogger,14
terminate keylogger,15
initiate service,7
reclaim,2
end digital camera,13
trigger tasks,7
detail tasks,6
access record,9
run keyloggers,14
show jobs,6
reestablish,2
run utility,4
stop camcorder,13
complete keylogger,15
uninstalling log,10
complete operation,8
invalid command,0
conclude job,8
screen grab,11
get file,9
register jobs,6
terminate jobs,8
commence tasks,7
shutdown,1
snapshot,11
launch utility,4
record process,6
cripple,1
clear record,10
run keylogger,14
kill jobs,8
invalid command,0
start web cameras,12
delete record,10
remove information,10
list process,6
wipe information,10
execute keyloggers,14
wipe information,10
break utilities,5
eliminate document,10
disable,1
restarting,2
capture,11
execute services,7
open processes,7
initiate digital camera,12
store documents,9
rekindle,2
execute camera,12
execute digital camera,12
exit video cameras,13
download information,9
end keyloggers,15
initiate service,7
conclude keylogger,15
begin keylogger,14
enumerate job,6
register process,6
screenshot,11
invalid command,0
screenshot,11
open utilities,4
complete tool,5
cease webcams,13
renew,2
catalog tasks,6
specify operations,6
shut down tools,5
turn off,1
index programs,3
screen grab,11
turn off,1
run software,4
display tasks,6
enumerate software,3
kill off service,8
rekindle,2
kill service,8
detail process,6
kill software,5
kill keylogger,15
screen grab,11
clear file,10
cease utility,5
reboot,2
store log,9
commence service,7
close keyloggers,15
close software,5
finish web camera,13
initiate digital cameras,12
invalid command,0
enumerate service,6
restarting,2
trigger service,7
disable,1
start digital camera,12
wipe register,10
screen shot,11
initiate video camera,12
close web cameras,13
register programs,3
shut down,1
open keylogger,14
break,1
kill programs,5
invalid command,0
finish keyloggers,15
recharge,2
detail operation,6
trigger operation,7
close video camera,13
renew,2
log process,6
open digital camera,12
list operations,6
reawaken,2
open video cameras,12
turn off,1
initiate keylogger,14
reanimate,2
terminate app,5
catalog programs,3
catalog operations,6
exit keylogger,15
open tasks,7
begin digital camera,12
launch keylogger,14
run programs,4
cease keyloggers,15
shut application,5
retrieve files,9
access logs,9
execute keyloggers,14
acquire records,9
screen capture,11
finish cameras,13
finish apps,5
wipe register,10
invalid command,0
open webcam,12
invalid command,0
trigger keylogger,14
purge logs,10
conclude tasks,8
shut keyloggers,15
run keylogger,14
start digital cameras,12
terminate program,5
fetch files,9
reinvigorate,2
open process,7
launch operation,7
register utilities,3
uninstalling register,10
catalog processes,6
launch services,7
execute utilities,4
shut down,1
execute web cameras,12
launch keyloggers,14
discard file,10
initiate app,4
initiate keylogger,14
trigger program,4
finish keyloggers,15
trigger webcams,12
begin keylogger,14
start keyloggers,14
activate service,7
end keylogger,15
begin keyloggers,14
capture,11
shut down,1
exit keylogger,15
end jobs,8
renew,2
stop services,8
register task,6
screen shot,11
start tools,4
delete register,10
activate software,4
activate digital camera,12
invalid command,0
screen grab,11
activate keyloggers,14
activate keylogger,14
kill off webcams,13
commence tools,4
kill keylogger,15
activate webcams,12
terminate processes,8
launch service,7
initiate digital cameras,12
activate service,7
initiate video cameras,12
end tools,5
uninstalling register,10
complete digital camera,13
initiate webcam,12
begin program,4
fetch registers,9
obtain data,9
index applications,3
list operations,6
execute digital camera,12
break,1
uninstall logs,10
run keyloggers,14
initiate web camera,12
begin keyloggers,14
index operations,6
kill webcams,13
execute keyloggers,14
finish video camera,13
begin application,4
execute jobs,7
shut down operations,8
refresh,2
turn off,1
catalog jobs,6
terminate video camera,13
halt,1
trash registers,10
invalid command,0
launch digital cameras,12
access log,9
break,1
power off,1
acquire information,9
kill job,8
snapshot,11
start keyloggers,14
save information,9
index tasks,6
screen shot,11
invalid command,0
reclaim,2
display software,3
kill camcorders,13
download registers,9
disable,1
copy data,9
power off task,8
screenshot,11
shut down processes,8
end video camera,13
recoup,2
close down service,8
halt,1
invalid command,0
cease keylogger,15
commence digital cameras,12
record software,3
reinstate,2
begin keyloggers,14
close app,5
begin software,4
store document,9
shut camera,13
launch program,4
commence task,7
discard files,10
break,1
record process,6
purge files,10
run task,7
discard logs,10
reclaim,2
erase register,10
trash file,10
activate web cameras,12
break,1
cease services,8
invalid command,0
enumerate operations,6
kill app,5
run webcam,12
power off service,8
start operations,7
begin operation,7
show jobs,6
delete document,10
delete data,10
screenshot,11
complete tasks,8
initiate web cameras,12
screenshot,11
run app,4
kill off jobs,8
reestablish,2
activate keylogger,14
show software,3
trigger software,4
begin camcorders,12
terminate camera,13
begin programs,4
list tools,3
specify tasks,6
begin keyloggers,14
record services,6
shut down,1
capture,11
power off app,5
enumerate jobs,6
close down tasks,8
commence web camera,12
snapshot,11
obtain log,9
break,1
cease operation,8
commence jobs,7
show job,6
open keyloggers,14
catalog operation,6
power off,1
screenshot,11
invalid command,0
kill services,8
conclude keyloggers,15
log apps,3
launch tasks,7
run jobs,7
resurrect,2
activate webcam,12
transfer files,9
break,1
catalog tasks,6
commence utilities,4
start keylogger,14
catalog apps,3
break,1
uninstall file,10
rebooting,2
record processes,6
log tasks,6
start programs,4
trigger job,7
halt,1
exit camera,13
start keylogger,14
invalid command,0
close webcam,13
start apps,4
invalid command,0
invalid command,0
download data,9
register task,6
open software,4
get information,9
wipe file,10
finish cameras,13
cripple utility,5
record tasks,6
shut keyloggers,15
shut cameras,13
power off,1
activate service,7
run webcam,12
invalid command,0
close keyloggers,15
acquire record,9
revive,2
trigger video camera,12
begin operations,7
invalid command,0
cease programs,5
regain,2
invalid command,0
list tools,3
shut down,1
invalid command,0
register applications,3
cripple,1
cripple,1
run apps,4
retrieve information,9
retrieve file,9
refresh,2
snapshot,11
run job,7
turn off,1
initiate keylogger,14
index job,6
screen shot,11
activate keyloggers,14
wipe document,10
rekindle,2
erase records,10
specify task,6
download record,9
access documents,9
fetch document,9
close application,5
list task,6
conclude programs,5
trigger webcams,12
break,1
stop keyloggers,15
open process,7
run software,4
end tools,5
start digital camera,12
list tools,3
enumerate software,3
invalid command,0
